"brand";"model_year";"milage";"fuel_type";"engine";"transmission";"ext_col";"int_col";"accident";"clean_title";"price_dollar";"horsepower";"cylinders"
"Subaru";2017;50011;"Gasoline";"148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Beige";"At least 1 accident or damage reported";"Yes";21495;148;4
"Lexus";2004;215000;"Gasoline";"235.0HP 4.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"At least 1 accident or damage reported";"Yes";7350;235;8
"Volkswagen";2008;95798;"Gasoline";"200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Manual";"White";"Black";"None reported";"Yes";9850;200;4
"Mercedes-Benz";2016;35943;"Gasoline";"577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"White";"None reported";"Yes";51700;577;8
"Mazda";2008;106000;"Gasoline";"156.0HP 2.3L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Beige";"None reported";"Yes";4300;156;4
"Kia";2023;10400;"Gasoline";"291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Green";"Green";"None reported";"Yes";48000;291;6
"Chevrolet";2022;2894;"Gasoline";"355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Beige";"None reported";"Yes";63900;355;8
"Mercedes-Benz";2020;33548;"Gasoline";"469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";57999;469;8
"BMW";2016;185000;"Gasoline";"180.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Beige";"At least 1 accident or damage reported";"Yes";7500;180;4
"Chevrolet";2017;62000;"Gasoline";"455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Black";"None reported";"Yes";34500;455;8
"Jaguar";2017;101453;"Gasoline";"340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"At least 1 accident or damage reported";"Yes";18500;340;6
"RAM";2013;106385;"Diesel";"385.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel";"Automatic";"White";"Black";"At least 1 accident or damage reported";"Yes";42900;385;6
"BMW";2012;86629;"Gasoline";"320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Red";"None reported";"Yes";20995;320;6
"Audi";2018;61258;"Gasoline";"450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";49999;450;8
"Chrysler";2014;121500;"Gasoline";"363.0HP 5.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Black";"None reported";"Yes";15999;363;8
"GMC";2022;100;"Diesel";"277.0HP 3.0L Straight 6 Cylinder Engine Diesel Fuel";"Automatic";"White";"Black";"None reported";"Yes";62499;277;6
"Chrysler";2015;170000;"E85 Flex Fuel";"295.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability";"Automatic";"Silver";"Black";"At least 1 accident or damage reported";"Yes";5995;295;6
"Ford";2010;232000;"Gasoline";"292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Gray";"None reported";"Yes";3000;292;8
"MINI";2006;95000;"Gasoline";"168.0HP 1.6L 4 Cylinder Engine Gasoline Fuel";"Manual";"Gray";"–";"None reported";"Yes";12500;168;4
"Toyota";2013;103466;"Gasoline";"268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Gray";"At least 1 accident or damage reported";"Yes";14200;268;6
"Toyota";2011;133121;"Hybrid";"147.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid";"Automatic";"White";"White";"At least 1 accident or damage reported";"Yes";7900;147;4
"Chevrolet";2012;162731;"E85 Flex Fuel";"320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability";"Automatic";"Brown";"Gray";"None reported";"Yes";14500;320;8
"Ford";2021;568;"Gasoline";"760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Orange";"Black";"None reported";"Yes";90788;760;8
"Lexus";1999;249083;"Gasoline";"220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Beige";"At least 1 accident or damage reported";"Yes";3500;220;6
"Porsche";2015;80300;"Gasoline";"340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Beige";"None reported";"Yes";23999;340;6
"Ford";2004;187000;"Gasoline";"300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Beige";"Beige";"None reported";"Yes";6299;300;8
"Subaru";2009;181870;"Gasoline";"169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";6500;169;4
"BMW";2020;37000;"Gasoline";"335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"At least 1 accident or damage reported";"Yes";50000;335;6
"Porsche";2022;9728;"Electric";"375.0HP Electric Motor Electric Fuel System";"Automatic";"White";"Beige";"None reported";"Yes";89000;375;0
"Lexus";2006;152000;"Gasoline";"263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Gray";"At least 1 accident or damage reported";"Yes";13995;263;8
"Ford";2004;60260;"Gasoline";"380.0HP 5.4L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Gray";"At least 1 accident or damage reported";"Yes";30500;380;8
"Mazda";2004;33362;"Gasoline";"178.0HP 1.8L 4 Cylinder Engine Gasoline Fuel";"Manual";"Silver";"Black";"At least 1 accident or damage reported";"Yes";17599;178;4
"Mercedes-Benz";2016;17340;"Gasoline";"208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";29000;208;4
"Ford";2011;195500;"E85 Flex Fuel";"310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability";"Automatic";"White";"Beige";"None reported";"Yes";8999;310;8
"Chevrolet";2000;74000;"Gasoline";"200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"–";"None reported";"Yes";4700;200;6
"RAM";2015;140500;"Gasoline";"395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Gray";"At least 1 accident or damage reported";"Yes";14000;395;8
"Jeep";2006;212500;"Gasoline";"210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Gray";"None reported";"Yes";6500;210;6
"Lexus";2010;77400;"Gasoline";"416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Red";"At least 1 accident or damage reported";"Yes";34500;416;8
"Ford";2017;118000;"Gasoline";"365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";15000;365;6
"Cadillac";2016;146200;"Gasoline";"420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"None reported";"Yes";24500;420;8
"Tesla";2020;39000;"Electric";"455.0HP Electric Motor Electric Fuel System";"Automatic";"Silver";"Black";"None reported";"Yes";43000;455;0
"Chevrolet";2005;130000;"E85 Flex Fuel";"295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability";"Automatic";"Red";"Gray";"None reported";"Yes";7200;295;8
"Ford";2021;33080;"Gasoline";"325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";47850;325;6
"Jeep";2016;41000;"Gasoline";"285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";25000;285;6
"Nissan";2004;110897;"Gasoline";"287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Manual";"Black";"Orange";"At least 1 accident or damage reported";"Yes";11500;287;6
"Chevrolet";2016;49000;"Gasoline";"650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Manual";"Orange";"–";"None reported";"Yes";75000;650;8
"Pontiac";2007;47000;"Gasoline";"260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Manual";"Black";"Black";"None reported";"Yes";13300;260;4
"Hyundai";2018;57690;"Gasoline";"185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Gray";"At least 1 accident or damage reported";"Yes";15900;185;4
"Lincoln";2018;54000;"Gasoline";"450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Brown";"Orange";"At least 1 accident or damage reported";"Yes";46500;450;6
"Nissan";2007;101600;"Gasoline";"255.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";6700;255;6
"Ford";2021;89000;"Gasoline";"270.0HP 2.3L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";34000;270;4
"Jaguar";2017;55000;"Gasoline";"340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";25000;340;6
"Lincoln";2017;71964;"Gasoline";"240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Black";"None reported";"Yes";18750;240;4
"Cadillac";2020;92000;"Gasoline";"420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";50000;420;8
"Ford";2012;160000;"E85 Flex Fuel";"240.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability";"Automatic";"Gray";"Black";"None reported";"Yes";4500;240;6
"Mercedes-Benz";2012;95816;"Gasoline";"302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"None reported";"Yes";12000;302;6
"Jeep";2014;132600;"Gasoline";"285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"–";"At least 1 accident or damage reported";"Yes";17000;285;6
"Jeep";2010;149460;"Gasoline";"202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";10700;202;6
"Volkswagen";2019;59000;"Gasoline";"147.0HP 1.4L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";17000;147;4
"Chevrolet";2002;48000;"Gasoline";"310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";21999;310;8
"Chevrolet";2016;41500;"Gasoline";"650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Manual";"White";"Black";"None reported";"Yes";66000;650;8
"Porsche";2012;54000;"Gasoline";"330.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Gray";"None reported";"Yes";75000;330;6
"Porsche";2018;70455;"Gasoline";"300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";45855;300;6
"Subaru";2018;84054;"Gasoline";"152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";21499;152;4
"BMW";2007;114528;"Gasoline";"360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";9000;360;8
"Jeep";2013;111850;"Gasoline";"285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Black";"At least 1 accident or damage reported";"Yes";26500;285;6
"GMC";2020;52673;"Diesel";"445.0HP 6.6L 8 Cylinder Engine Diesel Fuel";"Automatic";"Black";"Beige";"None reported";"Yes";69500;445;8
"BMW";2021;31500;"Gasoline";"473.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";54500;473;6
"BMW";2011;73000;"Gasoline";"300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Beige";"None reported";"Yes";16000;300;6
"Jeep";2019;59692;"Gasoline";"285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";35900;285;6
"Toyota";2016;68364;"Gasoline";"132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";16000;132;4
"Land";2017;47200;"Gasoline";"340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Beige";"At least 1 accident or damage reported";"Yes";29000;340;6
"Mercedes-Benz";2021;18000;"Hybrid";"362.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid";"Automatic";"Gray";"Black";"At least 1 accident or damage reported";"Yes";62000;362;6
"Ford";2012;158366;"Hybrid";"191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid";"Automatic";"Gray";"Black";"At least 1 accident or damage reported";"Yes";8250;191;4
"BMW";2017;49700;"Gasoline";"228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Black";"None reported";"Yes";26000;228;4
"GMC";2010;81500;"Gasoline";"182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Brown";"Gray";"None reported";"Yes";12250;182;4
"BMW";2019;16975;"Electric";"170.0HP 0.65L Electric Motor Electric Fuel System";"Automatic";"Black";"Black";"None reported";"Yes";26990;170;0
"Ford";2003;16100;"Gasoline";"390.0HP 4.6L 8 Cylinder Engine Gasoline Fuel";"Manual";"Red";"Beige";"None reported";"Yes";35500;390;8
"Land";2020;54225;"Gasoline";"518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"White";"None reported";"Yes";67500;518;8
"RAM";2016;89500;"Gasoline";"410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Gray";"None reported";"Yes";35000;410;8
"Ford";2013;87501;"E85 Flex Fuel";"225.0HP 4.6L 8 Cylinder Engine Flex Fuel Capability";"Automatic";"White";"Gray";"At least 1 accident or damage reported";"Yes";17777;225;8
"MINI";2018;12370;"Gasoline";"189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Black";"None reported";"Yes";28900;189;4
"RAM";2019;12466;"Gasoline";"395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Gray";"None reported";"Yes";28995;395;8
"Volvo";2011;199000;"Gasoline";"227.0HP 2.5L 5 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Beige";"At least 1 accident or damage reported";"Yes";5500;227;5
"Mercedes-Benz";2007;78200;"Gasoline";"510.0HP 5.5L 12 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Brown";"At least 1 accident or damage reported";"Yes";22999;510;12
"Toyota";2018;22000;"Hybrid";"208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid";"Automatic";"White";"Beige";"None reported";"Yes";29500;208;4
"Jeep";2003;103000;"Gasoline";"210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Gray";"None reported";"Yes";5200;210;6
"Jaguar";2009;91491;"Gasoline";"300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Beige";"None reported";"Yes";7000;300;8
"Subaru";2019;77000;"Gasoline";"175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Gray";"At least 1 accident or damage reported";"Yes";18749;175;4
"Land";2019;20500;"Gasoline";"380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"White";"None reported";"Yes";76000;380;6
"Tesla";2022;500;"Electric";"425.0HP Electric Motor Electric Fuel System";"Automatic";"White";"Black";"None reported";"Yes";45900;425;0
"Lexus";2019;49810;"Gasoline";"302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"At least 1 accident or damage reported";"Yes";33900;302;6
"Alfa";2021;10558;"Gasoline";"505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";75000;505;6
"BMW";2005;59300;"Gasoline";"225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Manual";"Red";"Black";"None reported";"Yes";30900;225;6
"Mercedes-Benz";2016;139200;"Diesel";"161.0HP 2.1L 4 Cylinder Engine Diesel Fuel";"Automatic";"White";"Black";"At least 1 accident or damage reported";"Yes";22000;161;4
"Mercedes-Benz";2012;82046;"Gasoline";"302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Beige";"None reported";"Yes";13999;302;6
"Dodge";1997;285000;"Gasoline";"230.0HP 5.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Gray";"None reported";"Yes";6399;230;8
"Mazda";2016;127131;"Gasoline";"227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Brown";"–";"At least 1 accident or damage reported";"Yes";16770;227;4
"Porsche";2019;31000;"Gasoline";"580.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";179900;580;6
"BMW";2021;27000;"Gasoline";"248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Brown";"None reported";"Yes";38400;248;4
"Jeep";2015;93400;"E85 Flex Fuel";"290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability";"Automatic";"White";"Black";"None reported";"Yes";18900;290;6
"BMW";2021;9200;"Hybrid";"335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid";"Automatic";"White";"Brown";"At least 1 accident or damage reported";"Yes";71200;335;6
"Mercedes-Benz";2014;76850;"Gasoline";"429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Brown";"Beige";"At least 1 accident or damage reported";"Yes";32999;429;8
"Bentley";2016;61160;"Gasoline";"582.0HP 6.0L 12 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"At least 1 accident or damage reported";"Yes";98000;582;12
"Jeep";2005;146000;"Gasoline";"190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Black";"At least 1 accident or damage reported";"Yes";15900;190;6
"Volkswagen";2017;33850;"Gasoline";"170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Beige";"None reported";"Yes";16500;170;4
"Lexus";2006;192000;"Gasoline";"278.0HP 4.3L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Gray";"At least 1 accident or damage reported";"Yes";7390;278;8
"Mercedes-Benz";2014;83112;"Gasoline";"302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";15500;302;6
"Tesla";2016;52000;"Electric";"518.0HP Electric Motor Electric Fuel System";"Automatic";"Black";"Beige";"None reported";"Yes";52000;518;0
"RAM";2020;57300;"Gasoline";"395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";43500;395;8
"MINI";2008;104500;"Gasoline";"118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Black";"At least 1 accident or damage reported";"Yes";4100;118;4
"Jeep";1996;170552;"Gasoline";"190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Gray";"At least 1 accident or damage reported";"Yes";6500;190;6
"Ford";2013;18000;"Gasoline";"412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";29000;412;8
"Lincoln";2019;39000;"Gasoline";"450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";51999;450;6
"Jeep";2020;38000;"Gasoline";"285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";45000;285;6
"Porsche";2016;15168;"Gasoline";"385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel";"Manual";"White";"Black";"None reported";"Yes";115000;385;6
"Honda";2012;167506;"Gasoline";"140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"–";"None reported";"Yes";6500;140;4
"Jeep";2012;166000;"E85 Flex Fuel";"290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability";"Automatic";"White";"Gray";"At least 1 accident or damage reported";"Yes";13000;290;6
"Ford";2021;19200;"Gasoline";"760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";82950;760;8
"Land";2022;46000;"Hybrid";"395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid";"Automatic";"Green";"Beige";"None reported";"Yes";75000;395;6
"Hummer";2007;201000;"Gasoline";"242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"At least 1 accident or damage reported";"Yes";7200;242;5
"Kia";2014;87000;"Gasoline";"182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"At least 1 accident or damage reported";"Yes";8900;182;4
"GMC";2015;145000;"Gasoline";"355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"None reported";"Yes";24950;355;8
"Jeep";2020;33060;"Gasoline";"285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";36500;285;6
"Tesla";2021;10550;"Electric";"557.0HP Electric Motor Electric Fuel System";"Automatic";"Gray";"Black";"None reported";"Yes";67800;557;0
"Audi";2014;89500;"Gasoline";"310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";18000;310;6
"Jeep";2021;27000;"Hybrid";"285.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid";"Automatic";"Red";"Black";"None reported";"Yes";37500;285;6
"Jeep";2010;87250;"Gasoline";"202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel";"Manual";"Blue";"Black";"None reported";"Yes";18500;202;6
"Volkswagen";2016;76495;"Gasoline";"200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"At least 1 accident or damage reported";"Yes";13000;200;4
"Cadillac";2016;70503;"Gasoline";"308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Beige";"None reported";"Yes";15500;308;6
"Porsche";2009;41965;"Gasoline";"500.0HP 4.8L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Beige";"At least 1 accident or damage reported";"Yes";35000;500;8
"Toyota";1999;267000;"Gasoline";"150.0HP 2.7L 4 Cylinder Engine Gasoline Fuel";"Manual";"Silver";"Beige";"At least 1 accident or damage reported";"Yes";8000;150;4
"Mitsubishi";2003;146000;"Gasoline";"200.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"At least 1 accident or damage reported";"Yes";4200;200;6
"Chevrolet";2023;9000;"Gasoline";"490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"White";"None reported";"Yes";82500;490;8
"Toyota";2022;1050;"Gasoline";"228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";40000;228;4
"Ford";2012;19900;"Gasoline";"412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";26500;412;8
"Tesla";2020;19800;"Electric";"425.0HP Electric Motor Electric Fuel System";"Automatic";"White";"White";"None reported";"Yes";44990;425;0
"RAM";2012;113500;"Gasoline";"390.0HP 5.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";17900;390;8
"Lamborghini";2013;22000;"Gasoline";"550.0HP 5.2L 10 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";150000;550;10
"INFINITI";2022;3300;"Gasoline";"400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Black";"None reported";"Yes";54000;400;6
"Volkswagen";2016;41615;"Electric";"115.0HP Electric Motor Electric Fuel System";"Automatic";"Blue";"Gray";"None reported";"Yes";12000;115;0
"Tesla";2022;11860;"Electric";"670.0HP Electric Motor Electric Fuel System";"Automatic";"White";"White";"None reported";"Yes";92500;670;0
"BMW";2015;27000;"Gasoline";"560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";52500;560;8
"Subaru";2013;46452;"Gasoline";"200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Manual";"Gray";"Black";"None reported";"Yes";22888;200;4
"Lincoln";2019;36000;"Gasoline";"245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"None reported";"Yes";26500;245;4
"Chevrolet";2019;13100;"Gasoline";"460.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Manual";"Silver";"Red";"None reported";"Yes";61950;460;8
"Audi";2019;50000;"Gasoline";"248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"At least 1 accident or damage reported";"Yes";27000;248;4
"Mazda";2018;19500;"Gasoline";"227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Brown";"None reported";"Yes";32250;227;4
"Ford";2016;36000;"Gasoline";"435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel";"Manual";"Orange";"Black";"At least 1 accident or damage reported";"Yes";31000;435;8
"Chevrolet";2022;6640;"Gasoline";"455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Orange";"Black";"None reported";"Yes";51999;455;8
"BMW";2016;74850;"Gasoline";"300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Brown";"At least 1 accident or damage reported";"Yes";21900;300;6
"Nissan";2014;117000;"Gasoline";"290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"At least 1 accident or damage reported";"Yes";10900;290;6
"INFINITI";2022;6000;"Gasoline";"295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gold";"Brown";"None reported";"Yes";57999;295;6
"Mitsubishi";2006;128000;"Gasoline";"286.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Manual";"Silver";"Black";"None reported";"Yes";37999;286;4
"BMW";2021;15000;"Gasoline";"248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Brown";"None reported";"Yes";39995;248;4
"Toyota";2016;119000;"Gasoline";"381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Black";"None reported";"Yes";29950;381;8
"Lincoln";2006;87500;"Gasoline";"300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"At least 1 accident or damage reported";"Yes";12999;300;8
"Ford";2011;149000;"Gasoline";"262.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Beige";"None reported";"Yes";7999;262;6
"Audi";2015;54700;"E85 Flex Fuel";"220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability";"Automatic";"Gray";"Brown";"At least 1 accident or damage reported";"Yes";20995;220;4
"Lincoln";2017;56846;"Gasoline";"335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"None reported";"Yes";29000;335;6
"Tesla";2017;94100;"Electric";"518.0HP Electric Motor Electric Fuel System";"Automatic";"Black";"Orange";"At least 1 accident or damage reported";"Yes";49900;518;0
"Jeep";2017;80150;"Gasoline";"293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Black";"At least 1 accident or damage reported";"Yes";22500;293;6
